""
""
PERINEORRAFIA E/OU EPISIOTOMIA E/OU EPISIORRAFIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RECONSTRUÃ‡ÃƒO PERINEAL COM RETALHOS MIOCUTÃ‚NEOS,,,,,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE TUMOR DO SEPTO RETO-VAGINAL,,,,,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RETOCISTOCELE E ROTURA PERINEAL - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SEIO UROGENITAL - PLÃ�STICA,,,,,HCO,HSO,REF,,,PERÃ�NEO,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CIRURGIA DO PROLAPSO DE CÃšPULA VAGINAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CIRURGIA LAPAROSCÃ“PICA DO PROLAPSO DE CÃšPULA VAGINAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CULDOPLASTIA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENDOMETRIOSE - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENDOMETRIOSE - TRATAMENTO CIRÃšRGICO VIA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LAPAROSCOPIA GINECOLÃ“GICA COM OU SEM BIÃ“PSIA - INCLUI CROMOTUBAGEM,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LIBERAÃ‡ÃƒO DE ADERÃŠNCIAS PÃ‰LVICAS COM OU SEM RESSECÃ‡ÃƒO DE CISTOS PERITONIAIS OU SALPINGÃ“LISE,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"LIBERAÃ‡ÃƒO LAPAROSCÃ“PICA DE ADERÃŠNCIAS PÃ‰LVICAS, COM OU SEM RESSECÃ‡ÃƒO DE CISTOS
PERITONEAIS OU SALPINGOLISE",,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LIGADURA DE VEIA OVARIANA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LIGAMENTOPEXIA PÃ‰LVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LIGAMENTOPEXIA PÃ‰LVICA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
NEURECTOMIA PRÃ‰-SACRAL OU DO NERVO GÃŠNITO-FEMORAL,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE TUMOR DE PAREDE ABDOMINAL PÃ‰LVICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO OU LIGADURA DE VARIZES PÃ‰LVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO OU LIGADURA LAPAROSCÃ“PICA DE VARIZES PÃ‰LVICAS,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SECÃ‡ÃƒO DE LIGAMENTOS ÃšTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SECÃ‡ÃƒO LAPAROSCÃ“PICA DE LIGAMENTOS ÃšTERO-SACROS,,,,,HCO,,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO DE CÃ‚NCER DE OVÃ�RIO (DEBULKING),,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO DE CÃ‚NCER DE OVÃ�RIO (DEBULKING) VIA LAPAROSCÃ“PICA,,,,,HCO,HSO,REF,,,CAVIDADE E PAREDES PÃ‰LVICAS,SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
AMNIORREDUÃ‡ÃƒO OU AMNIOINFUSÃƒO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ASPIRAÃ‡ÃƒO MANUAL INTRA-UTERINA (AMIU) PÃ“S-ABORTAMENTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ASSISTÃŠNCIA AO TRABALHO DE PARTO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CERCLAGEM DO COLO UTERINO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CURETAGEM PÃ“S-ABORTAMENTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EMBRIOTOMIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
GRAVIDEZ ECTÃ“PICA - CIRURGIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
GRAVIDEZ  ECTÃ“PICA - CIRURGIA POR VIDEOLAPAROSCOPIA,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MATURAÃ‡ÃƒO CERVICAL PARA INDUÃ‡ÃƒO DE ABORTAMENTO OU TRABALHO DE PARTO,,,,,HCO,HSO,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
INVERSÃƒO UTERINA - REDUÃ‡ÃƒO MANUAL OU TRATAMENTO CIRURGICO,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PARTO POR VIA VAGINAL,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PARTO CESARIANO (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,,REF,,145,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"REVISÃƒO OBSTÃ‰TRICA DE PARTO OCORRIDO FORA DO HOSPITAL (INCLUI EXAME, DEQUITAÃ‡ÃƒO E SUTURA DE
LACERAÃ‡Ã•ES ATÃ‰ DE 2o GRAU)",,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
VERSÃƒO CEFÃ�LICA EXTERNA,,,,,HCO,,REF,,,"PARTOS E OUTROS PROCEDIMENTOS
OBSTÃ‰TRICOS",SISTEMA GENITAL E REPRODUTOR FEMININO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA ESTEREOTÃ�XICA DE ENCÃ‰FALO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CIRURGIA INTRACRANIANA POR VIA ENDOSCÃ“PICA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CRANIOTOMIA PARA REMOÃ‡ÃƒO DE CORPO ESTRANHO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DERIVAÃ‡ÃƒO VENTRICULAR EXTERNA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"DRENAGEM ESTEREOTÃ�XICA - CISTOS, HEMATOMAS OU ABSCESSOS",,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
HIPOFISECTOMIA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE CATETER INTRACRANIANO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÃ‡ÃƒO CEREBRAL PROFUNDA (COM DIRETRIZ DE
UTILIZAÃ‡ÃƒO)",,,,,HCO,HSO,REF,,38,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE ESTEREOTÃ�XICO DE CATETER PARA BRAQUITERAPIA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE INTRACEREBROVENTRICULAR DE BOMBA DE INFUSÃƒO DE FARMACOS,538/2022,22/10/2022,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"IMPLANTE INTRA-TECAL DE BOMBAS PARA INFUSÃƒO DE FÃ�RMACOS (INCLUI MEDICAMENTO) - COM DIRETRIZ
DE UTILIZAÃ‡ÃƒO",,,,,HCO,HSO,REF,,45,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LOCALIZAÃ‡ÃƒO ESTEREOTÃ�XICA DE CORPO ESTRANHO INTRACRANIANO COM REMOÃ‡ÃƒO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
LOCALIZAÃ‡ÃƒO ESTEREOTÃ�XICA DE LESÃ•ES INTRACRANIANAS COM REMOÃ‡ÃƒO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MICROCIRURGIA PARA TUMORES INTRACRANIANOS,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MICROCIRURGIA VASCULAR INTRACRANIANA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PUNÃ‡ÃƒO SUBDURAL OU VENTRICULAR TRANSFONTANELA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE MUCOCELE FRONTAL,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"SISTEMA DE DERIVAÃ‡ÃƒO VENTRICULAR INTERNA COM VÃ�LVULAS (INSTALAÃ‡ÃƒO, RETIRADA OU REVISÃ•ES)",,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TERCEIRO VENTRICULOSTOMIA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DA EPILEPSIA (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,HSO,REF,,72,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DA FÃ�STULA LIQUÃ“RICA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DA MENINGOENCEFALOCELE,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DE TUMORES CEREBRAIS COM OU SEM MICROSCOPIA,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DE TUMORES DA REGIÃƒO SELAR POR ACESSO ENDOSCÃ“PICO OU CONVENCIONAL,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DO ABSCESSO ENCEFÃ�LICO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"TRATAMENTO CIRÃšRGICO DO HEMATOMA EXTRADURAL, SUBDURAL OU INTRACEREBRAL",,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DO HEMATOMA SUBDURAL CRÃ”NICO,,,,,HCO,HSO,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO PRÃ‰-NATAL DAS HIDROCEFALIAS E CISTOS CEREBRAIS,,,,,HCO,,REF,,,ENCÃ‰FALO,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CORDOTOMIA-MIELOTOMIAS POR RADIOFREQUÃŠNCIA (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,HSO,REF,,17,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÃ‡ÃƒO MEDULAR (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,HSO,REF,,37,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"MICROCIRURGIA A CÃ‰U ABERTO POR RADIOFREQUÃŠNCIA DA ZONA DE ENTRADA DA RAIZ DORSAL
(DREZOTOMIA - DREZ) - COM DIRETRIZ DE UTILIZAÃ‡ÃƒO",,,,,HCO,HSO,REF,,55,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
PUNÃ‡ÃƒO LIQUÃ“RICA RAQUIANA OU CISTERNAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"TAMPÃƒO SANGÃœÃ�NEO PERIDURAL PARA TRATAMENTO DE CEFALÃ‰IA PÃ“S PUNÃ‡ÃƒO (NÃƒO INDICADO NA
PROFILAXIA DA CEFALÃ‰IA)",,,,Seg. Ambulatorial,HCO,HSO,REF,,,MEDULA,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ANASTOMOSE ESPINO-FACIAL,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ANASTOMOSE HIPOGLOSSO-FACIAL,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE NERVO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BLOQUEIO DE NERVO PERIFÃ‰RICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BLOQUEIO FENÃ“LICO E/OU ALCOÃ“LICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"BLOQUEIO COM TOXINA BOTULÃ�NICA TIPO A PARA TRATAMENTO DE DISTONIAS FOCAIS, ESPASMO
HEMIFACIAL E ESPASTICIDADE (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO)",,,,Seg. Ambulatorial,HCO,HSO,REF,,8,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DENERVAÃ‡ÃƒO PERCUTÃ‚NEA DE FACETA ARTICULAR,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENXERTO DE NERVO,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENXERTO DE NERVO INTERFASCICULAR,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENXERTO PARA REPARO DE NERVO,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXCISÃƒO DE TUMORES DOS NERVOS PERIFÃ‰RICOS (COM OU SEM ENXERTO INTERFASCICULAR),,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXPLORAÃ‡ÃƒO CIRÃšRGICA DE NERVO (NEURÃ“LISE EXTERNA),,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EXTIRPAÃ‡ÃƒO DE NEUROMA,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
IMPLANTE DE GERADOR PARA NEUROESTIMULAÃ‡ÃƒO (COM DIRETRIZ DE UTILIZAÃ‡ÃƒO),,,,,HCO,HSO,REF,,39,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LESÃƒO DE NERVOS ASSOCIADA Ã€ LESÃƒO Ã“SSEA,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"LESÃƒO ESTEREOTÃ�XICA DE ESTRUTURAS PROFUNDAS PARA TRATAMENTO DA DOR OU MOVIMENTO
ANORMAL",,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MICROCIRURGIA DE NERVOS PERIFÃ‰RICOS,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
"MICROCIRURGIA DO PLEXO BRAQUIAL COM A EXPLORAÃ‡ÃƒO, NEURÃ“LISE E ENXERTOS INTERFASCICULARES
PARA REPARO DAS LESÃ•ES",,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MICRONEURÃ“LISE,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MICRONEURÃ“LISE INTRANEURAL OU INTRAFASCICULAR,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MICRONEURORRAFIA,,,,,HCO,HSO,REF,,,NERVOS PERIFÃ‰RICOS,SISTEMA NERVOSO - CENTRAL E PERIFÃ‰RICO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
